ID_TRANSCRIPT,ID_GENE,COSMIC_ID_TRANSCRIPT,GENOME_VERSION,ACCESSION,ACCESSION_VERSION,SOURCE,VERSION,IS_CANONICAL,ID_BIOTYPE,CCDS_ACCESSION,REF_SEQ,FLAGS
99982,101,599895,37,ENST00000599895,1,Ensembl,93,n,1,,,
109969,101,595467,37,ENST00000595467,1,Ensembl,93,n,1,,,
182193,101,392205,37,ENST00000392205,1,Ensembl,93,n,23,,,gencode_basic
6933,102,600729,37,ENST00000600729,1,Ensembl,93,y,14,,,gencode_basic
55471,103,561451,37,ENST00000561451,2,Ensembl,93,y,47,,,gencode_basic
84143,104,450304,37,ENST00000450304,1,Ensembl,93,n,29,,,gencode_basic
163666,104,429224,37,ENST00000429224,1,Ensembl,93,y,29,,,gencode_basic
13917,105,440679,37,ENST00000440679,1,Ensembl,93,y,24,,,gencode_basic
10946,106,151,37,ENST00000303236,3,Ensembl,93,y,23,CCDS33241.1,NM_004836.5,gencode_basic
46591,106,478003,37,ENST00000478003,1,Ensembl,93,n,1,,,
56181,106,470706,37,ENST00000470706,1,Ensembl,93,n,40,,,
94966,106,419748,37,ENST00000419748,1,Ensembl,93,n,23,,,gencode_basic
118816,106,415570,37,ENST00000415570,1,Ensembl,93,n,23,,,cds_end_NF
159707,106,477083,37,ENST00000477083,1,Ensembl,93,n,40,,,
84126,107,420951,37,ENST00000420951,1,Ensembl,93,n,40,,,gencode_basic
127254,107,454535,37,ENST00000454535,1,Ensembl,93,n,40,,,
137122,107,449666,37,ENST00000449666,2,Ensembl,93,y,4,,,
54529,108,595391,37,ENST00000595391,1,Ensembl,93,y,24,,,gencode_basic
68305,108,90791,37,ENST00000301171,7,Ensembl,93,n,24,,,gencode_basic
27544,109,528962,37,ENST00000528962,1,Ensembl,93,n,23,,,cds_start_NF
76987,109,532687,37,ENST00000532687,1,Ensembl,93,n,1,,,
110283,109,432887,37,ENST00000432887,1,Ensembl,93,n,23,CCDS7882.1,NM_001145541.1,gencode_basic
111609,109,61004,37,ENST00000334274,4,Ensembl,93,y,23,CCDS7882.1,NM_018393.3,gencode_basic
118051,109,528898,37,ENST00000528898,1,Ensembl,93,n,23,,,cds_end_NF
122785,109,531632,37,ENST00000531632,2,Ensembl,93,n,23,CCDS7882.1,,gencode_basic
140039,109,95174,37,ENST00000324357,9,Ensembl,93,n,23,,,gencode_basic
140033,109,530419,37,ENST00000530419,1,Ensembl,93,n,23,,,cds_end_NF
166572,109,530171,37,ENST00000530171,1,Ensembl,93,n,40,,,
172348,109,602733,37,ENST00000602733,1,Ensembl,93,n,23,,,cds_end_NF
176578,109,528107,37,ENST00000528107,1,Ensembl,93,n,14,,,
195067,109,527661,37,ENST00000527661,1,Ensembl,93,n,14,,,
11865,110,448624,37,ENST00000448624,2,Ensembl,93,n,45,,,
17926,110,452793,37,ENST00000452793,1,Ensembl,93,n,29,,,gencode_basic
114890,110,432521,37,ENST00000432521,2,Ensembl,93,y,45,,,
149615,110,443892,37,ENST00000443892,2,Ensembl,93,n,45,,,
157499,110,449660,37,ENST00000449660,1,Ensembl,93,n,45,,,
177977,110,416860,37,ENST00000416860,2,Ensembl,93,n,29,,,gencode_basic
4765,111,99145,37,ENST00000400522,4,Ensembl,93,y,23,,,gencode_basic
107420,111,99148,37,ENST00000457731,1,Ensembl,93,n,23,,,"cds_start_NF,cds_end_NF"
114418,111,99147,37,ENST00000439060,1,Ensembl,93,n,23,,,"cds_start_NF,cds_end_NF"
134902,111,524882,37,ENST00000524882,1,Ensembl,93,n,40,,,
168142,111,533479,37,ENST00000533479,1,Ensembl,93,n,40,,,
28747,112,384743,37,ENST00000384743,1,Ensembl,93,y,19,,,gencode_basic
115839,113,444017,37,ENST00000444017,1,Ensembl,93,y,45,,,gencode_basic
118153,114,568710,37,ENST00000568710,1,Ensembl,93,y,40,,,gencode_basic
117986,115,516701,37,ENST00000516701,1,Ensembl,93,y,27,,,gencode_basic
183672,116,363408,37,ENST00000363408,1,Ensembl,93,y,27,,,gencode_basic
472,117,567621,37,ENST00000567621,1,Ensembl,93,n,14,,,cds_start_NF
2086,117,561667,37,ENST00000561667,1,Ensembl,93,n,1,,,
14293,117,534992,37,ENST00000534992,1,Ensembl,93,n,23,,,gencode_basic
19412,117,567284,37,ENST00000567284,2,Ensembl,93,n,40,,,
19735,117,567988,37,ENST00000567988,1,Ensembl,93,n,14,,,cds_start_NF
23365,117,564475,37,ENST00000564475,1,Ensembl,93,n,23,,,cds_start_NF
26478,117,566889,37,ENST00000566889,1,Ensembl,93,n,1,,,
46435,117,567943,37,ENST00000567943,1,Ensembl,93,n,14,,,
44683,117,563510,37,ENST00000563510,1,Ensembl,93,n,14,,,cds_start_NF
52329,117,561722,37,ENST00000561722,1,Ensembl,93,n,23,,,cds_start_NF
53389,117,693,37,ENST00000389301,3,Ensembl,93,y,23,CCDS32515.1,NM_000135.2,gencode_basic
61794,117,568983,37,ENST00000568983,1,Ensembl,93,n,1,,,
75083,117,568626,37,ENST00000568626,1,Ensembl,93,n,14,,,cds_start_NF
85624,117,567205,37,ENST00000567205,1,Ensembl,93,n,14,,,cds_start_NF
88720,117,568369,37,ENST00000568369,1,Ensembl,93,n,23,CCDS67099.1,NM_001286167.1,gencode_basic
89565,117,561660,37,ENST00000561660,1,Ensembl,93,n,14,,,cds_start_NF
92395,117,563318,37,ENST00000563318,1,Ensembl,93,n,14,,,cds_start_NF
97819,117,562424,37,ENST00000562424,1,Ensembl,93,n,1,,,
101172,117,564870,37,ENST00000564870,1,Ensembl,93,n,23,,,"cds_start_NF,cds_end_NF"
105857,117,543736,37,ENST00000543736,1,Ensembl,93,n,23,,,gencode_basic
109316,117,389302,37,ENST00000389302,3,Ensembl,93,n,23,CCDS42221.1,NM_001018112.1,gencode_basic
146446,117,305699,37,ENST00000305699,11,Ensembl,93,n,1,,,
146386,117,566133,37,ENST00000566133,1,Ensembl,93,n,1,,,
151678,117,563513,37,ENST00000563513,1,Ensembl,93,n,14,,,
158934,117,564969,37,ENST00000564969,1,Ensembl,93,n,1,,,
162439,117,567510,37,ENST00000567510,1,Ensembl,93,n,14,,,cds_start_NF
171445,117,567883,37,ENST00000567883,1,Ensembl,93,n,1,,,
176079,117,563673,37,ENST00000563673,1,Ensembl,93,n,23,,,gencode_basic
177971,117,563767,37,ENST00000563767,1,Ensembl,93,n,1,,,
182816,117,567879,37,ENST00000567879,1,Ensembl,93,n,23,,,cds_start_NF
190732,117,565582,37,ENST00000565582,1,Ensembl,93,n,14,,,cds_start_NF
194538,117,566409,37,ENST00000566409,1,Ensembl,93,n,14,,,cds_start_NF
28693,118,369153,37,ENST00000369153,2,Ensembl,93,y,23,CCDS939.1,,gencode_basic
79573,118,55159,37,ENST00000369150,1,Ensembl,93,n,23,CCDS939.1,,gencode_basic
118334,118,369152,37,ENST00000369152,5,Ensembl,93,n,23,CCDS939.1,NM_016074.3,gencode_basic
140215,118,476344,37,ENST00000476344,1,Ensembl,93,n,40,,,
121441,119,384092,37,ENST00000384092,1,Ensembl,93,y,32,,,gencode_basic
44290,120,507814,37,ENST00000507814,1,Ensembl,93,n,23,,,cds_start_NF
124676,120,502444,37,ENST00000502444,1,Ensembl,93,n,1,,,
129744,120,506636,37,ENST00000506636,1,Ensembl,93,n,23,CCDS54799.1,NM_018190.3,gencode_basic
132401,120,508536,37,ENST00000508536,1,Ensembl,93,n,1,,,
158474,120,57538,37,ENST00000264499,4,Ensembl,93,y,23,CCDS3724.1,NM_176824.2,gencode_basic
156926,120,505692,37,ENST00000505692,1,Ensembl,93,n,1,,,
21227,121,542139,37,ENST00000542139,1,Ensembl,93,n,14,,,
28292,121,538013,37,ENST00000538013,1,Ensembl,93,n,14,,,
51846,121,825,37,ENST00000307980,2,Ensembl,93,y,23,CCDS8159.1,NM_004584.2,gencode_basic
88253,121,543808,37,ENST00000543808,1,Ensembl,93,n,40,,,
118945,121,541132,37,ENST00000541132,1,Ensembl,93,n,1,,,
136219,121,529100,37,ENST00000529100,1,Ensembl,93,n,40,,,
143787,121,544620,37,ENST00000544620,1,Ensembl,93,n,23,,,cds_end_NF
172844,121,535644,37,ENST00000535644,1,Ensembl,93,n,40,,,
175861,121,530934,37,ENST00000530934,1,Ensembl,93,n,1,,,
10321,122,68719,37,ENST00000341255,3,Ensembl,93,y,23,CCDS33662.1,NM_032287.2,gencode_basic
163062,123,318052,37,ENST00000318052,8,Ensembl,93,y,49,,,gencode_basic
169201,123,434005,37,ENST00000434005,1,Ensembl,93,n,13,,,gencode_basic
149112,124,426171,37,ENST00000426171,1,Ensembl,93,y,13,,,gencode_basic
55754,125,561423,37,ENST00000561423,2,Ensembl,93,y,13,,,gencode_basic
90465,126,381143,37,ENST00000381143,4,Ensembl,93,y,13,,,gencode_basic
163681,127,602688,37,ENST00000602688,1,Ensembl,93,y,45,,,gencode_basic
49971,128,546144,37,ENST00000546144,1,Ensembl,93,y,13,,,gencode_basic
49366,129,350790,37,ENST00000350790,5,Ensembl,93,n,23,CCDS56103.1,NM_001242356.2,gencode_basic
68071,129,65270,37,ENST00000291890,4,Ensembl,93,y,23,CCDS12911.1,NM_004829.6,gencode_basic
80568,129,594765,37,ENST00000594765,1,Ensembl,93,n,23,CCDS46181.1,,gencode_basic
81346,129,338835,37,ENST00000338835,5,Ensembl,93,n,23,CCDS46182.1,NM_001145458.2,gencode_basic
101414,129,447255,37,ENST00000447255,1,Ensembl,93,n,23,CCDS46181.1,NM_001145457.2,gencode_basic
121545,129,601137,37,ENST00000601137,1,Ensembl,93,n,1,,,
177657,129,601903,37,ENST00000601903,1,Ensembl,93,n,1,,,
188271,129,357397,37,ENST00000357397,5,Ensembl,93,n,23,,,gencode_basic
195404,129,598576,37,ENST00000598576,1,Ensembl,93,n,23,,,gencode_basic
37176,130,104885,37,ENST00000376950,4,Ensembl,93,n,23,,,cds_end_NF
82306,130,92556,37,ENST00000376954,1,Ensembl,93,y,23,CCDS43933.1,,gencode_basic
127611,130,108252,37,ENST00000334937,4,Ensembl,93,n,23,,,gencode_basic
155666,130,483520,37,ENST00000483520,1,Ensembl,93,n,40,,,
161381,130,6813,37,ENST00000338637,7,Ensembl,93,n,23,CCDS43933.1,NM_007137.3,gencode_basic
161910,131,604143,37,ENST00000604143,1,Ensembl,93,y,13,,,gencode_basic
89281,132,415635,37,ENST00000415635,1,Ensembl,93,y,49,,,gencode_basic
143045,133,583426,37,ENST00000583426,1,Ensembl,93,y,3,,,gencode_basic
9896,134,563417,37,ENST00000563417,1,Ensembl,93,y,45,,,gencode_basic
74077,135,416908,37,ENST00000416908,1,Ensembl,93,y,29,,,gencode_basic
190725,136,488190,37,ENST00000488190,1,Ensembl,93,y,29,,,gencode_basic
112776,137,476497,37,ENST00000476497,1,Ensembl,93,y,24,,,gencode_basic
2678,138,474036,37,ENST00000474036,1,Ensembl,93,n,1,,,
14335,138,104970,37,ENST00000426059,1,Ensembl,93,n,23,CCDS46512.1,NM_054034.2,gencode_basic
19418,138,490833,37,ENST00000490833,1,Ensembl,93,n,40,,,
22637,138,498719,37,ENST00000498719,1,Ensembl,93,n,1,,,
25798,138,485567,37,ENST00000485567,1,Ensembl,93,n,1,,,
27620,138,460217,37,ENST00000460217,1,Ensembl,93,n,1,,,
37098,138,357867,37,ENST00000357867,4,Ensembl,93,n,23,CCDS2400.1,NM_212474.1,gencode_basic
45922,138,496542,37,ENST00000496542,1,Ensembl,93,n,1,,,
63818,138,432072,37,ENST00000432072,2,Ensembl,93,n,23,,,gencode_basic
62466,138,456923,37,ENST00000456923,1,Ensembl,93,n,23,,,cds_start_NF
66253,138,357009,37,ENST00000357009,2,Ensembl,93,n,23,,,gencode_basic
68717,138,345488,37,ENST00000345488,5,Ensembl,93,n,23,,,gencode_basic
76740,138,95706,37,ENST00000354785,4,Ensembl,93,y,23,CCDS42814.1,,gencode_basic
74369,138,346544,37,ENST00000346544,3,Ensembl,93,n,23,,,gencode_basic
80486,138,473614,37,ENST00000473614,1,Ensembl,93,n,1,,,
84129,138,480737,37,ENST00000480737,1,Ensembl,93,n,1,,,
99878,138,461974,37,ENST00000461974,1,Ensembl,93,n,1,,,
108874,138,421182,37,ENST00000421182,1,Ensembl,93,n,23,,,gencode_basic
110422,138,359671,37,ENST00000359671,1,Ensembl,93,n,23,,,gencode_basic
111128,138,356005,37,ENST00000356005,4,Ensembl,93,n,23,CCDS42813.1,NM_212476.1,gencode_basic
112469,138,480024,37,ENST00000480024,1,Ensembl,93,n,1,,,
117231,138,56385,37,ENST00000336916,4,Ensembl,93,n,23,CCDS2399.1,NM_212478.1,gencode_basic
118195,138,471193,37,ENST00000471193,1,Ensembl,93,n,1,,,
131283,138,446046,37,ENST00000446046,1,Ensembl,93,n,23,CCDS46510.1,,gencode_basic
130808,138,438981,37,ENST00000438981,1,Ensembl,93,n,23,,,"cds_start_NF,cds_end_NF"
145313,138,323926,37,ENST00000323926,6,Ensembl,93,n,23,,NM_212482.1,gencode_basic
152653,138,494446,37,ENST00000494446,1,Ensembl,93,n,1,,,
174109,138,443816,37,ENST00000443816,1,Ensembl,93,n,23,,,gencode_basic
171899,138,492816,37,ENST00000492816,2,Ensembl,93,n,1,,,
191437,138,469569,37,ENST00000469569,1,Ensembl,93,n,1,,,
37991,139,454754,37,ENST00000454754,1,Ensembl,93,n,23,,,cds_end_NF
39794,139,484593,37,ENST00000484593,1,Ensembl,93,n,1,,,
54308,139,65972,37,ENST00000398319,2,Ensembl,93,y,23,CCDS13823.1,NM_001199281.1,gencode_basic
82793,139,445422,37,ENST00000445422,1,Ensembl,93,n,23,,,cds_end_NF
83056,139,467937,37,ENST00000467937,1,Ensembl,93,n,1,,,
87927,139,337989,37,ENST00000337989,7,Ensembl,93,n,23,,,gencode_basic
86856,139,495121,37,ENST00000495121,1,Ensembl,93,n,40,,,
107025,139,459824,37,ENST00000459824,1,Ensembl,93,n,1,,,
126960,139,263119,37,ENST00000263119,5,Ensembl,93,n,23,CCDS13823.1,NM_012295.3,gencode_basic
140995,139,496016,37,ENST00000496016,1,Ensembl,93,n,1,,,
166730,139,474981,37,ENST00000474981,1,Ensembl,93,n,1,,,
171060,139,485008,37,ENST00000485008,1,Ensembl,93,n,40,,,
186796,139,405822,37,ENST00000405822,2,Ensembl,93,n,23,,,gencode_basic
2519,140,605374,37,ENST00000605374,1,Ensembl,93,y,13,,,gencode_basic
41534,141,550206,37,ENST00000550206,1,Ensembl,93,y,29,,,gencode_basic
22745,142,483714,37,ENST00000483714,2,Ensembl,93,y,19,,,gencode_basic
169800,143,385101,37,ENST00000385101,1,Ensembl,93,y,10,,,gencode_basic
98298,144,410859,37,ENST00000410859,1,Ensembl,93,y,32,,NR_046937.1,gencode_basic
195676,145,458202,37,ENST00000458202,1,Ensembl,93,y,13,,,gencode_basic
190690,146,436056,37,ENST00000436056,1,Ensembl,93,y,45,,,gencode_basic
141011,147,462543,37,ENST00000462543,2,Ensembl,93,y,19,,,gencode_basic
22235,148,401850,37,ENST00000401850,1,Ensembl,93,y,23,CCDS14041.1,,gencode_basic
32901,148,66151,37,ENST00000249005,2,Ensembl,93,n,23,CCDS14041.1,NM_017436.4,gencode_basic
45752,148,465765,37,ENST00000465765,2,Ensembl,93,n,40,,,
96610,148,483026,37,ENST00000483026,1,Ensembl,93,n,40,,,
148656,148,381278,37,ENST00000381278,3,Ensembl,93,n,23,CCDS14041.1,,gencode_basic
98788,149,593656,37,ENST00000593656,1,Ensembl,93,y,23,,,gencode_basic
151653,150,361500,37,ENST00000361500,2,Ensembl,93,y,13,,,gencode_basic
185762,150,552179,37,ENST00000552179,1,Ensembl,93,n,13,,,gencode_basic
154619,151,528407,37,ENST00000528407,1,Ensembl,93,y,29,,,gencode_basic
1056,152,63599,37,ENST00000564996,1,Ensembl,93,y,23,CCDS10948.1,NM_024731.2,gencode_basic
11801,152,569472,37,ENST00000569472,1,Ensembl,93,n,23,,,cds_end_NF
24434,152,258157,37,ENST00000258157,5,Ensembl,93,n,23,,,gencode_basic
50742,152,564159,37,ENST00000564159,1,Ensembl,93,n,1,,,
107621,152,567410,37,ENST00000567410,1,Ensembl,93,n,23,,,cds_end_NF
189608,152,565743,37,ENST00000565743,1,Ensembl,93,n,23,,,cds_end_NF
195286,152,325279,37,ENST00000325279,4,Ensembl,93,n,1,,,
12626,153,488861,37,ENST00000488861,1,Ensembl,93,n,45,,,
183182,153,483525,37,ENST00000483525,1,Ensembl,93,y,45,,,gencode_basic
128841,154,449852,37,ENST00000449852,1,Ensembl,93,y,29,,,gencode_basic
3038,155,56975,37,ENST00000466490,2,Ensembl,93,y,23,CCDS3081.1,NM_021203.3,gencode_basic
57719,155,466636,37,ENST00000466636,1,Ensembl,93,n,14,,,cds_start_NF
81029,155,481356,37,ENST00000481356,1,Ensembl,93,n,1,,,
89611,155,494297,37,ENST00000494297,1,Ensembl,93,n,1,,,
171053,155,484684,37,ENST00000484684,1,Ensembl,93,n,23,,,cds_end_NF
11196,156,556995,37,ENST00000556995,1,Ensembl,93,n,23,,,cds_end_NF
28171,156,554931,37,ENST00000554931,1,Ensembl,93,n,1,,,
26834,156,554863,37,ENST00000554863,1,Ensembl,93,n,23,,,cds_start_NF
80711,156,555448,37,ENST00000555448,1,Ensembl,93,n,14,,,
147977,156,431972,37,ENST00000431972,2,Ensembl,93,n,23,,,gencode_basic
146113,156,554213,37,ENST00000554213,1,Ensembl,93,n,40,,,
153006,156,556723,37,ENST00000556723,1,Ensembl,93,n,40,,,
159457,156,62592,37,ENST00000261558,3,Ensembl,93,y,23,CCDS9729.1,NM_018229.3,gencode_basic
169150,156,556377,37,ENST00000556377,1,Ensembl,93,n,14,,,cds_start_NF
2037,157,435790,37,ENST00000435790,2,Ensembl,93,n,23,CCDS58081.1,NM_001256025.2,gencode_basic
14012,157,489984,37,ENST00000489984,1,Ensembl,93,n,40,,,
26480,157,464445,37,ENST00000464445,1,Ensembl,93,n,1,,,
40743,157,374170,37,ENST00000374170,1,Ensembl,93,n,23,,,gencode_basic
59943,157,460425,37,ENST00000460425,1,Ensembl,93,n,14,,,
77394,157,493012,37,ENST00000493012,2,Ensembl,93,n,40,,,
96467,157,106726,37,ENST00000417247,2,Ensembl,93,n,23,CCDS58079.1,NM_001256026.1,gencode_basic
122548,157,2571,37,ENST00000249601,4,Ensembl,93,n,23,CCDS7227.1,NM_021226.3,gencode_basic
131263,157,101280,37,ENST00000417912,2,Ensembl,93,y,23,CCDS58080.1,,gencode_basic
133749,157,511570,37,ENST00000511570,1,Ensembl,93,n,40,,,
135546,157,477708,37,ENST00000477708,2,Ensembl,93,n,23,,,gencode_basic
152820,157,374172,37,ENST00000374172,1,Ensembl,93,n,23,,,gencode_basic
186859,157,491108,37,ENST00000491108,1,Ensembl,93,n,40,,,
193126,157,471013,37,ENST00000471013,1,Ensembl,93,n,40,,,
195005,157,515523,37,ENST00000515523,1,Ensembl,93,n,40,,,
16383,158,593632,37,ENST00000593632,1,Ensembl,93,n,45,,,
42795,158,78820,37,ENST00000326989,5,Ensembl,93,y,45,,,gencode_basic
154129,159,515968,37,ENST00000515968,1,Ensembl,93,y,32,,,gencode_basic
9602,160,594231,37,ENST00000594231,1,Ensembl,93,n,4,,,
86961,160,567704,37,ENST00000567704,1,Ensembl,93,y,4,,,
92776,160,565545,37,ENST00000565545,1,Ensembl,93,n,40,,,gencode_basic
31122,161,69440,37,ENST00000265810,4,Ensembl,93,n,23,CCDS34860.1,NM_176871.3,gencode_basic
35419,161,397760,37,ENST00000397760,4,Ensembl,93,n,23,,,gencode_basic
45885,161,99352,37,ENST00000308354,7,Ensembl,93,y,23,CCDS6032.2,NM_021630.5,gencode_basic
47264,161,339162,37,ENST00000339162,7,Ensembl,93,n,23,CCDS34861.1,,gencode_basic
66760,161,397761,37,ENST00000397761,2,Ensembl,93,n,23,,,gencode_basic
72919,161,456545,37,ENST00000456545,1,Ensembl,93,n,23,,,cds_end_NF
93948,161,429812,37,ENST00000429812,1,Ensembl,93,n,23,,,cds_end_NF
92987,161,416159,37,ENST00000416159,1,Ensembl,93,n,14,,,
116542,161,491330,37,ENST00000491330,1,Ensembl,93,n,1,,,
120038,161,409417,37,ENST00000409417,1,Ensembl,93,n,23,,,gencode_basic
125260,161,452226,37,ENST00000452226,1,Ensembl,93,n,23,,,cds_end_NF
128757,161,436754,37,ENST00000436754,1,Ensembl,93,n,23,,,cds_end_NF
133775,161,426493,37,ENST00000426493,1,Ensembl,93,n,23,,,cds_end_NF
151478,161,409141,37,ENST00000409141,1,Ensembl,93,n,23,CCDS34861.1,NM_198042.3,gencode_basic
164170,161,448520,37,ENST00000448520,1,Ensembl,93,n,40,,,
171822,161,443561,37,ENST00000443561,2,Ensembl,93,n,40,,,
189167,161,464275,37,ENST00000464275,1,Ensembl,93,n,1,,,
133607,162,567090,37,ENST00000567090,1,Ensembl,93,y,40,,,gencode_basic
45245,163,434246,37,ENST00000434246,1,Ensembl,93,y,13,,,gencode_basic
172464,164,428903,37,ENST00000428903,1,Ensembl,93,y,29,,,gencode_basic
68899,165,384548,37,ENST00000384548,1,Ensembl,93,y,32,,,gencode_basic
14116,166,56767,37,ENST00000360658,2,Ensembl,93,y,23,CCDS2848.1,NM_017442.3,gencode_basic
176324,166,597542,37,ENST00000597542,1,Ensembl,93,n,23,,,gencode_basic
16955,167,517014,37,ENST00000517014,1,Ensembl,93,y,32,,,gencode_basic
62964,168,594142,37,ENST00000594142,1,Ensembl,93,y,29,,,gencode_basic
87612,169,6004,37,ENST00000380033,4,Ensembl,93,y,23,CCDS14184.1,NM_153346.4,gencode_basic
167151,169,107169,37,ENST00000380030,3,Ensembl,93,n,23,CCDS55375.1,NM_001184767.1,gencode_basic
70438,170,479620,37,ENST00000479620,1,Ensembl,93,n,40,,,
78547,170,462621,37,ENST00000462621,1,Ensembl,93,n,40,,,
166674,170,102968,37,ENST00000373093,4,Ensembl,93,n,23,,,gencode_basic
179592,170,54729,37,ENST00000373091,3,Ensembl,93,y,23,CCDS416.1,NM_000831.3,gencode_basic
10456,171,104745,37,ENST00000358373,3,Ensembl,93,n,23,CCDS47696.1,NM_001127323.1,gencode_basic
14857,171,495315,37,ENST00000495315,1,Ensembl,93,n,40,,,
19343,171,448250,37,ENST00000448250,2,Ensembl,93,n,40,,,
45803,171,94248,37,ENST00000405249,1,Ensembl,93,n,23,,,gencode_basic
57191,171,457830,37,ENST00000457830,1,Ensembl,93,n,23,,,cds_end_NF
62666,171,423518,37,ENST00000423518,1,Ensembl,93,n,40,,,
81257,171,472701,37,ENST00000472701,1,Ensembl,93,n,14,CCDS47696.1,,
88910,171,465844,37,ENST00000465844,1,Ensembl,93,n,23,,,cds_start_NF
86795,171,341617,37,ENST00000341617,3,Ensembl,93,n,14,,,
93816,171,465800,37,ENST00000465800,1,Ensembl,93,n,40,,,
137065,171,412160,37,ENST00000412160,1,Ensembl,93,n,23,,,cds_end_NF
153294,171,473254,37,ENST00000473254,1,Ensembl,93,n,40,,,
159203,171,444921,37,ENST00000444921,2,Ensembl,93,n,23,CCDS5794.1,NM_000845.2,gencode_basic
179192,171,489939,37,ENST00000489939,1,Ensembl,93,n,40,,,
184180,171,480995,37,ENST00000480995,1,Ensembl,93,n,40,,,
187248,171,59295,37,ENST00000339582,2,Ensembl,93,y,23,CCDS5794.1,,gencode_basic
44677,172,68058,37,ENST00000327925,5,Ensembl,93,y,23,CCDS32591.1,NM_001004306.1,gencode_basic
100425,172,539177,37,ENST00000539177,1,Ensembl,93,n,40,,,
194872,172,539484,37,ENST00000539484,1,Ensembl,93,n,40,,,
68241,173,433190,37,ENST00000433190,2,Ensembl,93,n,49,,,gencode_basic
97559,173,594254,37,ENST00000594254,1,Ensembl,93,y,24,,,gencode_basic
150997,174,505436,37,ENST00000505436,1,Ensembl,93,y,45,,,gencode_basic
173456,174,500169,37,ENST00000500169,2,Ensembl,93,n,45,,,
31927,175,606526,37,ENST00000606526,1,Ensembl,93,y,9,,NR_000022.1,gencode_basic
15448,176,587639,37,ENST00000587639,1,Ensembl,93,n,14,,,
30956,176,589103,37,ENST00000589103,1,Ensembl,93,n,14,,,
49354,176,590643,37,ENST00000590643,1,Ensembl,93,n,14,,,
132468,176,587923,37,ENST00000587923,1,Ensembl,93,n,14,,,cds_start_NF
142220,176,589061,37,ENST00000589061,1,Ensembl,93,n,14,,,
149916,176,593125,37,ENST00000593125,1,Ensembl,93,n,23,,,cds_start_NF
150935,176,587687,37,ENST00000587687,1,Ensembl,93,n,23,,,cds_start_NF
190826,176,250144,37,ENST00000250144,8,Ensembl,93,y,23,CCDS45651.1,NM_001032278.1,gencode_basic
194910,177,364102,37,ENST00000364102,1,Ensembl,93,y,32,,,gencode_basic
14160,178,591558,37,ENST00000591558,1,Ensembl,93,y,45,,,gencode_basic
54660,179,408091,37,ENST00000408091,1,Ensembl,93,y,10,,,gencode_basic
5315,180,534489,37,ENST00000534489,1,Ensembl,93,n,1,,,
63037,180,534776,37,ENST00000534776,1,Ensembl,93,n,23,,,cds_end_NF
71750,180,74669,37,ENST00000294800,3,Ensembl,93,n,23,CCDS41433.1,NM_001271035.1,gencode_basic
102026,180,533780,37,ENST00000533780,1,Ensembl,93,n,1,,,
131141,180,531221,37,ENST00000531221,1,Ensembl,93,y,23,CCDS58040.1,,gencode_basic
160697,180,421702,37,ENST00000421702,2,Ensembl,93,n,23,,,cds_start_NF
170190,180,367964,37,ENST00000367964,2,Ensembl,93,n,23,CCDS41433.1,NM_001271036.1,gencode_basic
23096,181,384197,37,ENST00000384197,1,Ensembl,93,y,32,,,gencode_basic
101966,182,414877,37,ENST00000414877,1,Ensembl,93,n,45,,,
164349,182,411605,37,ENST00000411605,1,Ensembl,93,y,45,,,gencode_basic
20679,183,442821,37,ENST00000442821,1,Ensembl,93,y,45,,,gencode_basic
16572,184,544667,37,ENST00000544667,1,Ensembl,93,y,29,,,gencode_basic
850,185,533444,37,ENST00000533444,1,Ensembl,93,n,1,,,
14889,185,1407,37,ENST00000318911,4,Ensembl,93,y,23,CCDS6415.1,NM_001916.3,gencode_basic
35050,185,528618,37,ENST00000528618,1,Ensembl,93,n,1,,,
122854,185,525122,37,ENST00000525122,1,Ensembl,93,n,1,,,
15000,186,505131,37,ENST00000505131,1,Ensembl,93,n,14,,,
49239,186,506375,37,ENST00000506375,1,Ensembl,93,n,40,,,
47888,186,93615,37,ENST00000264313,6,Ensembl,93,y,23,CCDS47051.1,NM_020846.1,gencode_basic
140251,186,512093,37,ENST00000512093,1,Ensembl,93,n,23,,,gencode_basic
168055,186,510595,37,ENST00000510595,1,Ensembl,93,n,23,,,cds_start_NF
17377,187,601107,37,ENST00000601107,1,Ensembl,93,n,1,,,
61723,187,339093,37,ENST00000339093,3,Ensembl,93,n,23,,,gencode_basic
65395,187,65161,37,ENST00000391853,3,Ensembl,93,y,23,CCDS12772.1,NM_015953.4,gencode_basic
72526,187,594932,37,ENST00000594932,1,Ensembl,93,n,14,,,
77789,187,598839,37,ENST00000598839,1,Ensembl,93,n,1,,,
102664,187,601015,37,ENST00000601015,1,Ensembl,93,n,41,,,cds_start_NF
111493,187,600019,37,ENST00000600019,1,Ensembl,93,n,14,,,
113229,187,598544,37,ENST00000598544,1,Ensembl,93,n,23,,,cds_end_NF
117321,187,596358,37,ENST00000596358,1,Ensembl,93,n,23,CCDS12772.1,NM_001270960.1,gencode_basic
124812,187,601340,37,ENST00000601340,1,Ensembl,93,n,1,,,
129874,187,598296,37,ENST00000598296,1,Ensembl,93,n,23,,,cds_end_NF
137044,187,593345,37,ENST00000593345,1,Ensembl,93,n,1,,,
142913,187,599425,37,ENST00000599425,1,Ensembl,93,n,1,,,
155180,187,596477,37,ENST00000596477,1,Ensembl,93,n,1,,,
